,band,beak depth (mm),beak length (mm),species,year
1394,15615,9.37,14.63,scandens,1987
1395,14646,9.38,14.3,scandens,1987
1396,13526,9.4,13.6,scandens,1987
1397,15343,9.4,14.4,scandens,1987
1398,10105,9.4,14.9,scandens,1987
1399,14645,9.4,14.9,scandens,1987
1400,2433,9.42,14.34,scandens,1987
1401,10268,9.43,14.53,scandens,1987
1402,10245,9.45,14.65,scandens,1987
1403,4706,9.5,14.8,scandens,1987
1404,14918,9.5,16.0,scandens,1987
1405,15694,9.51,13.14,scandens,1987
1406,15421,9.51,14.44,scandens,1987
1407,14208,9.52,12.73,scandens,1987
1408,1396,9.54,15.04,scandens,1987
1409,1444,9.55,14.85,scandens,1987
1410,4051,9.6,14.2,scandens,1987
1411,10061,9.6,15.2,scandens,1987
1412,4701,9.6,16.0,scandens,1987
1413,13257,9.62,14.47,scandens,1987
1414,2949,9.64,14.54,scandens,1987
1415,14946,9.65,14.9,scandens,1987
1416,5656,9.7,14.9,scandens,1987
1417,5608,9.7,15.8,scandens,1987
1418,15352,9.73,13.46,scandens,1987
1419,15817,9.73,14.77,scandens,1987
1420,4119,9.74,14.44,scandens,1987
1421,10223,9.8,15.2,scandens,1987
1422,2969,9.8,16.0,scandens,1987
1423,14648,9.82,14.4,scandens,1987
1424,15658,9.85,14.45,scandens,1987
1425,13256,9.85,15.35,scandens,1987
1426,8425,9.9,14.2,scandens,1987
1427,14524,9.9,15.3,scandens,1987
1428,10075,9.94,14.27,scandens,1987
1429,4137,10.0,15.8,scandens,1987
1430,14847,10.1,15.3,scandens,1987
1431,15886,10.11,11.24,scandens,1987
1432,14877,10.27,15.2,scandens,1987
1433,8036,10.34,15.44,scandens,1987
1434,14579,11.33,14.96,scandens,1987
1435,2639,8.95,10.3,fortis,1991
1436,2666,9.3,12.81,fortis,1991
1437,2753,10.35,10.89,fortis,1991
1438,2776,10.0,11.3,fortis,1991
1439,4229,8.62,10.05,fortis,1991
1440,4677,10.17,11.02,fortis,1991
1441,4715,8.7,10.4,fortis,1991
1442,4899,9.7,10.87,fortis,1991
1443,4911,9.7,11.0,fortis,1991
1444,4936,9.05,10.0,fortis,1991
1445,4946,10.27,11.42,fortis,1991
1446,5026,9.8,10.9,fortis,1991
1447,5110,12.37,14.07,fortis,1991
1448,5370,10.88,12.73,fortis,1991
1449,5505,9.8,11.4,fortis,1991
1450,5555,8.42,9.04,fortis,1991
1451,5578,7.65,9.8,fortis,1991
1452,5586,9.67,10.2,fortis,1991
1453,5602,8.74,10.83,fortis,1991
1454,5625,9.86,10.94,fortis,1991
1455,5626,8.89,11.1,fortis,1991
1456,5669,8.9,10.4,fortis,1991
1457,5685,8.55,9.8,fortis,1991
1458,5721,8.9,11.1,fortis,1991
1459,5731,10.3,10.8,fortis,1991
1460,5821,10.62,12.32,fortis,1991
1461,5826,9.2,10.55,fortis,1991
1462,5860,10.05,11.55,fortis,1991
1463,5872,8.8,11.8,fortis,1991
1464,5887,8.4,10.18,fortis,1991
1465,5904,10.5,11.1,fortis,1991
1466,5905,10.43,11.86,fortis,1991
1467,5921,9.87,11.2,fortis,1991
1468,5927,9.2,10.7,fortis,1991
1469,5960,10.15,11.4,fortis,1991
1470,10081,9.5,10.9,fortis,1991
1471,10100,8.45,10.93,fortis,1991
1472,10102,9.08,10.98,fortis,1991
1473,10181,10.5,11.1,fortis,1991
1474,10213,9.2,10.7,fortis,1991
1475,10305,9.9,11.82,fortis,1991
1476,10376,7.68,9.28,fortis,1991
1477,10679,10.0,10.9,fortis,1991
1478,10826,9.4,11.2,fortis,1991
1479,13269,8.7,9.4,fortis,1991
1480,13300,10.09,11.06,fortis,1991
1481,13351,8.35,10.0,fortis,1991
1482,13385,8.87,11.2,fortis,1991
1483,13486,9.07,9.98,fortis,1991
1484,13543,8.1,10.3,fortis,1991
1485,13575,8.93,11.0,fortis,1991
1486,13595,10.17,11.4,fortis,1991
1487,13644,9.5,10.5,fortis,1991
1488,13687,8.77,10.67,fortis,1991
1489,13704,9.47,10.67,fortis,1991
1490,13837,9.72,11.58,fortis,1991
1491,13945,9.74,10.43,fortis,1991
1492,13975,9.9,11.0,fortis,1991
1493,13994,8.64,10.18,fortis,1991
1494,14003,10.32,11.8,fortis,1991
1495,14041,9.2,10.0,fortis,1991
1496,14062,9.2,10.7,fortis,1991
1497,14100,9.2,10.6,fortis,1991
1498,14117,10.0,10.6,fortis,1991
1499,14258,8.91,10.76,fortis,1991
1500,14347,9.12,10.63,fortis,1991
1501,14442,11.38,11.53,fortis,1991
1502,14468,10.34,11.83,fortis,1991
1503,14478,8.95,10.9,fortis,1991
1504,14492,9.6,11.2,fortis,1991
1505,14518,9.17,10.72,fortis,1991
1506,14533,8.92,11.1,fortis,1991
1507,14612,7.95,9.27,fortis,1991
1508,14613,7.0,9.1,fortis,1991
1509,14620,9.85,10.7,fortis,1991
1510,14624,10.85,11.85,fortis,1991
1511,14625,10.52,11.84,fortis,1991
1512,14633,9.78,11.29,fortis,1991
1513,14655,10.29,11.33,fortis,1991
1514,14656,10.17,11.9,fortis,1991
1515,14660,9.92,11.14,fortis,1991
1516,14672,9.12,10.54,fortis,1991
1517,14674,9.8,10.5,fortis,1991
1518,14676,9.57,11.0,fortis,1991
1519,14678,9.6,11.5,fortis,1991
1520,14681,8.96,9.94,fortis,1991
1521,14684,8.9,10.7,fortis,1991
1522,14686,8.31,10.74,fortis,1991
1523,14687,9.5,11.5,fortis,1991
1524,14689,9.96,11.2,fortis,1991
1525,14692,9.15,11.25,fortis,1991
1526,14694,8.7,10.8,fortis,1991
1527,14705,9.4,10.5,fortis,1991
1528,14706,10.9,11.5,fortis,1991
1529,14710,9.65,11.65,fortis,1991
1530,14720,9.52,12.0,fortis,1991
1531,14722,9.47,12.15,fortis,1991
1532,14723,9.1,12.0,fortis,1991
1533,14741,9.06,11.04,fortis,1991
1534,14745,10.0,11.5,fortis,1991
1535,14752,10.0,11.9,fortis,1991
1536,14762,8.5,10.3,fortis,1991
1537,14763,8.81,10.19,fortis,1991
1538,14777,10.2,11.6,fortis,1991
1539,14783,9.86,11.39,fortis,1991
1540,14784,9.11,11.34,fortis,1991
1541,14788,9.0,12.0,fortis,1991
1542,14796,9.82,11.15,fortis,1991
1543,14797,8.8,10.37,fortis,1991
1544,14808,8.9,11.6,fortis,1991
1545,14811,8.9,10.33,fortis,1991
1546,14812,10.15,11.05,fortis,1991
1547,14818,10.0,11.0,fortis,1991
1548,14822,8.3,10.0,fortis,1991
1549,14841,8.87,9.9,fortis,1991
1550,14846,9.01,10.04,fortis,1991
1551,14854,9.2,10.75,fortis,1991
1552,14856,9.81,11.24,fortis,1991
1553,14858,8.8,10.9,fortis,1991
1554,14866,9.6,11.7,fortis,1991
1555,14873,10.4,11.6,fortis,1991
1556,14879,9.2,10.7,fortis,1991
1557,14880,8.72,9.84,fortis,1991
1558,14890,8.4,10.9,fortis,1991
1559,14900,9.45,11.0,fortis,1991
1560,14901,9.3,10.1,fortis,1991
1561,14902,8.6,10.0,fortis,1991
1562,14909,8.3,10.0,fortis,1991
1563,14912,8.28,9.64,fortis,1991
1564,14913,7.41,9.14,fortis,1991
1565,14915,9.0,11.0,fortis,1991
1566,14919,10.33,11.87,fortis,1991
1567,14925,10.4,12.75,fortis,1991
1568,14930,9.9,11.2,fortis,1991
1569,14939,8.45,10.2,fortis,1991
1570,14955,9.91,11.74,fortis,1991
1571,14956,9.27,10.85,fortis,1991
1572,14957,9.5,11.8,fortis,1991
1573,14958,9.56,11.29,fortis,1991
1574,14963,9.8,11.0,fortis,1991
1575,14970,8.5,9.8,fortis,1991
1576,14971,9.8,11.0,fortis,1991
1577,14978,8.1,9.7,fortis,1991
1578,14983,7.32,8.83,fortis,1991
1579,15001,9.7,11.4,fortis,1991
1580,15004,9.63,10.5,fortis,1991
1581,15005,8.71,11.29,fortis,1991
1582,15014,8.02,11.04,fortis,1991
1583,15015,9.8,11.2,fortis,1991
1584,15018,8.71,9.64,fortis,1991
1585,15025,10.37,11.29,fortis,1991
1586,15027,9.17,10.37,fortis,1991
1587,15037,10.4,12.0,fortis,1991
1588,15041,9.5,11.1,fortis,1991
1589,15047,9.11,10.35,fortis,1991
1590,15049,9.61,11.54,fortis,1991
1591,15054,9.0,10.3,fortis,1991
1592,15065,9.11,11.09,fortis,1991
1593,15066,9.1,11.4,fortis,1991
1594,15079,8.36,9.89,fortis,1991
1595,15106,8.25,10.0,fortis,1991
1596,15111,8.31,10.24,fortis,1991
1597,15125,9.2,10.6,fortis,1991
1598,15127,8.42,9.24,fortis,1991
1599,15150,9.87,10.94,fortis,1991
1600,15153,9.07,10.57,fortis,1991
1601,15154,7.95,9.4,fortis,1991
1602,15158,9.6,12.1,fortis,1991
1603,15170,10.72,12.84,fortis,1991
1604,15172,9.72,11.84,fortis,1991
1605,15182,8.9,10.1,fortis,1991
1606,15183,10.1,11.2,fortis,1991
1607,15188,8.47,10.74,fortis,1991
1608,15197,9.67,11.04,fortis,1991
1609,15210,9.61,11.44,fortis,1991
1610,15220,8.82,10.24,fortis,1991
1611,15223,8.9,11.6,fortis,1991
1612,15225,7.8,10.8,fortis,1991
1613,15229,8.96,10.99,fortis,1991
1614,15230,9.03,10.1,fortis,1991
1615,15232,8.98,10.52,fortis,1991
1616,15238,9.4,10.4,fortis,1991
1617,15241,9.0,10.8,fortis,1991
1618,15244,8.8,11.15,fortis,1991
1619,15246,8.76,10.64,fortis,1991
1620,15261,9.21,11.34,fortis,1991
1621,15263,9.21,10.39,fortis,1991
1622,15277,7.9,9.95,fortis,1991
1623,15281,9.92,12.17,fortis,1991
1624,15284,7.3,9.2,fortis,1991
1625,15285,7.92,9.34,fortis,1991
1626,15286,8.2,9.2,fortis,1991
1627,15288,8.35,10.95,fortis,1991
1628,15289,9.3,11.15,fortis,1991
1629,15291,10.0,11.7,fortis,1991
1630,15309,10.12,11.45,fortis,1991
1631,15313,8.87,10.04,fortis,1991
1632,15317,10.12,11.84,fortis,1991
1633,15337,8.97,10.47,fortis,1991
1634,15339,9.6,10.9,fortis,1991
1635,15346,9.4,11.8,fortis,1991
1636,15359,9.12,11.04,fortis,1991
1637,15376,9.35,10.9,fortis,1991
1638,15383,9.87,11.7,fortis,1991
1639,15385,9.8,11.1,fortis,1991
1640,15389,9.1,10.83,fortis,1991
1641,15392,10.51,11.64,fortis,1991
1642,15396,9.27,10.63,fortis,1991
1643,15402,8.36,9.99,fortis,1991
1644,15408,9.15,11.2,fortis,1991
1645,15412,9.07,10.5,fortis,1991
1646,15428,9.3,11.15,fortis,1991
1647,15431,8.91,11.29,fortis,1991
1648,15444,10.35,12.85,fortis,1991
1649,15464,8.65,9.45,fortis,1991
1650,15471,10.35,11.6,fortis,1991
1651,15478,9.77,11.1,fortis,1991
1652,15484,7.45,9.7,fortis,1991
1653,15601,9.2,10.9,fortis,1991
1654,15607,9.7,11.0,fortis,1991
1655,15621,9.8,11.6,fortis,1991
1656,15648,9.5,10.9,fortis,1991
1657,15650,9.93,11.06,fortis,1991
1658,15651,11.2,12.8,fortis,1991
1659,15659,8.91,11.04,fortis,1991
1660,15665,9.91,11.14,fortis,1991
1661,15667,9.62,10.84,fortis,1991
1662,15679,8.4,10.0,fortis,1991
1663,15681,10.06,12.29,fortis,1991
1664,15695,7.5,9.5,fortis,1991
1665,15702,10.5,11.7,fortis,1991
1666,15706,8.5,10.0,fortis,1991
1667,15726,7.42,9.04,fortis,1991
1668,15727,9.25,11.0,fortis,1991
1669,15734,9.5,10.9,fortis,1991
1670,15757,8.7,10.57,fortis,1991
1671,15761,8.6,11.3,fortis,1991
1672,15779,7.86,9.74,fortis,1991
1673,15788,9.35,10.75,fortis,1991
1674,15822,9.07,10.49,fortis,1991
1675,15830,10.33,12.27,fortis,1991
1676,15838,9.4,11.1,fortis,1991
1677,15840,9.55,10.85,fortis,1991
1678,15845,8.4,10.4,fortis,1991
1679,15854,8.91,10.64,fortis,1991
1680,15857,9.76,11.94,fortis,1991
1681,15863,9.07,11.69,fortis,1991
1682,15873,8.0,10.0,fortis,1991
1683,15885,9.5,10.8,fortis,1991
1684,15897,10.1,11.6,fortis,1991
1685,15914,7.81,9.24,fortis,1991
1686,15915,8.31,10.74,fortis,1991
1687,15920,10.11,11.44,fortis,1991
1688,15929,9.45,11.6,fortis,1991
1689,15930,9.77,12.05,fortis,1991
1690,15934,9.11,11.14,fortis,1991
1691,15939,9.5,10.5,fortis,1991
1692,15944,8.3,10.8,fortis,1991
1693,15948,10.8,11.6,fortis,1991
1694,15950,9.35,10.6,fortis,1991
1695,15951,10.0,11.5,fortis,1991
1696,15970,8.5,9.83,fortis,1991
1697,15973,8.06,10.19,fortis,1991
1698,15977,8.32,9.84,fortis,1991
1699,15978,8.76,10.39,fortis,1991
1700,15979,9.82,11.04,fortis,1991
1701,15983,8.71,10.54,fortis,1991
1702,15995,8.52,9.94,fortis,1991
1703,16007,8.22,10.04,fortis,1991
1704,16016,8.8,9.97,fortis,1991
1705,16024,7.4,9.0,fortis,1991
1706,16027,8.0,10.25,fortis,1991
1707,16028,9.65,11.1,fortis,1991
1708,16044,8.9,10.75,fortis,1991
1709,16091,7.7,9.33,fortis,1991
1710,16093,8.4,10.5,fortis,1991
1711,16095,8.15,10.0,fortis,1991
1712,16096,8.8,10.6,fortis,1991
1713,16135,9.4,11.5,fortis,1991
1714,16141,10.6,11.6,fortis,1991
1715,16143,10.1,11.4,fortis,1991
1716,16144,10.4,11.3,fortis,1991
1717,16145,9.4,10.8,fortis,1991
1718,16146,10.1,11.2,fortis,1991
1719,16148,9.5,10.8,fortis,1991
1720,16149,9.8,11.5,fortis,1991
1721,16150,10.3,11.65,fortis,1991
1722,16165,8.0,9.7,fortis,1991
1723,16167,8.85,10.55,fortis,1991
1724,16173,9.7,11.13,fortis,1991
1725,16176,9.6,10.9,fortis,1991
1726,16184,9.25,11.05,fortis,1991
1727,16190,9.2,10.7,fortis,1991
1728,16197,9.2,10.7,fortis,1991
1729,16301,9.1,10.4,fortis,1991
1730,16306,10.2,11.3,fortis,1991
1731,16309,8.6,10.9,fortis,1991
1732,16310,9.0,11.0,fortis,1991
1733,16315,8.8,10.9,fortis,1991
1734,16316,8.1,10.8,fortis,1991
1735,16317,8.2,10.2,fortis,1991
1736,16319,9.0,10.8,fortis,1991
1737,16331,9.8,10.9,fortis,1991
1738,16333,9.1,10.2,fortis,1991
1739,16336,9.9,12.5,fortis,1991
1740,16337,9.2,11.3,fortis,1991
1741,16341,9.5,10.3,fortis,1991
1742,16344,8.5,9.4,fortis,1991
1743,16356,9.4,11.05,fortis,1991
1744,16360,9.4,10.7,fortis,1991
1745,16367,8.6,9.7,fortis,1991
1746,16374,9.0,10.6,fortis,1991
1747,16378,9.8,11.55,fortis,1991
1748,16380,9.2,11.0,fortis,1991
1749,16385,8.8,10.8,fortis,1991
1750,16386,8.27,9.53,fortis,1991
1751,16387,10.3,11.9,fortis,1991
1752,16391,9.2,10.6,fortis,1991
1753,16394,9.6,10.8,fortis,1991
1754,16395,9.8,11.05,fortis,1991
1755,16396,10.3,12.5,fortis,1991
1756,16398,9.8,12.1,fortis,1991
1757,16507,10.1,10.9,fortis,1991
1758,16511,9.3,10.7,fortis,1991
1759,16514,9.5,10.8,fortis,1991
1760,16518,10.0,12.0,fortis,1991
1761,16531,9.95,11.65,fortis,1991
1762,16549,9.0,10.6,fortis,1991
1763,16550,9.05,10.75,fortis,1991
1764,16551,9.0,11.1,fortis,1991
1765,16553,9.2,10.9,fortis,1991
1766,16554,10.4,10.9,fortis,1991
1767,16559,9.9,11.3,fortis,1991
1768,16560,9.6,11.6,fortis,1991
1769,16564,10.3,12.1,fortis,1991
1770,16565,10.0,12.1,fortis,1991
1771,16566,10.2,12.0,fortis,1991
1772,16575,10.5,11.6,fortis,1991
1773,16579,10.4,11.8,fortis,1991
1774,16580,9.3,11.3,fortis,1991
1775,16583,8.5,10.3,fortis,1991
1776,16590,7.7,9.6,fortis,1991
1777,16594,9.9,11.5,fortis,1991
1778,16595,10.3,11.9,fortis,1991
1779,16596,10.5,11.8,fortis,1991
1780,16597,8.8,10.1,fortis,1991
1781,16598,8.8,9.9,fortis,1991
1782,16803,9.85,12.1,fortis,1991
1783,16805,9.5,11.3,fortis,1991
1784,16807,7.5,9.7,fortis,1991
1785,16808,9.45,11.15,fortis,1991
1786,16810,9.1,10.65,fortis,1991
1787,16811,7.5,9.9,fortis,1991
1788,16815,8.9,10.3,fortis,1991
1789,16816,9.8,11.4,fortis,1991
1790,16817,9.7,11.7,fortis,1991
1791,16818,10.1,11.3,fortis,1991
1792,16833,9.4,11.8,fortis,1991
1793,16834,9.0,11.55,fortis,1991
1794,16836,9.9,12.3,fortis,1991
1795,16840,9.0,10.9,fortis,1991
1796,16851,8.6,10.3,fortis,1991
1797,16858,9.4,11.5,fortis,1991
1798,16859,8.65,10.4,fortis,1991
1799,16861,8.7,10.1,fortis,1991
1800,16869,9.65,11.75,fortis,1991
1801,16875,8.1,10.1,fortis,1991
1802,16889,7.8,9.55,fortis,1991
1803,16891,8.0,9.7,fortis,1991
1804,16895,8.3,10.0,fortis,1991
1805,17010,8.9,11.3,fortis,1991
1806,17013,9.3,11.0,fortis,1991
1807,17014,8.2,10.0,fortis,1991
1808,17033,9.3,10.6,fortis,1991
1809,17037,9.03,10.77,fortis,1991
1810,17048,8.3,10.0,fortis,1991
1811,17057,10.1,12.3,fortis,1991
1812,17061,10.0,10.7,fortis,1991
1813,17063,8.6,9.85,fortis,1991
1814,17067,9.1,10.8,fortis,1991
1815,17070,9.2,10.6,fortis,1991
1816,17073,8.53,10.6,fortis,1991
1817,17075,9.0,10.7,fortis,1991
1818,17083,9.6,10.4,fortis,1991
1819,17095,8.9,10.7,fortis,1991
1820,17109,9.0,10.0,fortis,1991
1821,17111,8.7,9.7,fortis,1991
1822,17113,8.6,9.7,fortis,1991
1823,17114,8.6,10.5,fortis,1991
1824,17116,9.3,10.7,fortis,1991
1825,17136,9.1,11.0,fortis,1991
1826,17145,9.9,11.0,fortis,1991
1827,17160,9.3,10.9,fortis,1991
1828,17168,8.3,10.7,fortis,1991
1829,17179,8.37,9.73,fortis,1991
1830,17188,7.9,9.0,fortis,1991
1831,17301,9.2,9.4,fortis,1991
1832,17307,8.0,8.8,fortis,1991
1833,17310,7.9,8.9,fortis,1991
1834,17311,8.7,10.8,fortis,1991
1835,17315,9.0,11.3,fortis,1991
1836,17344,9.6,10.6,fortis,1991
1837,17360,9.8,11.1,fortis,1991
1838,17367,10.2,12.0,fortis,1991
1839,17369,11.2,13.0,fortis,1991
1840,17379,8.6,10.6,fortis,1991
1841,17380,9.2,11.85,fortis,1991
1842,17381,8.5,10.9,fortis,1991
1843,17384,10.3,11.5,fortis,1991
1844,17386,9.9,11.1,fortis,1991
1845,17388,10.2,11.9,fortis,1991
1846,17395,10.0,11.7,fortis,1991
1847,17403,8.0,9.7,fortis,1991
1848,17410,10.4,11.8,fortis,1991
1849,17411,9.1,10.0,fortis,1991
1850,17415,8.7,10.13,fortis,1991
1851,17416,9.1,10.7,fortis,1991
1852,17418,8.9,10.8,fortis,1991
1853,17419,9.0,10.6,fortis,1991
1854,17436,8.3,10.7,fortis,1991
1855,17439,9.7,11.4,fortis,1991
1856,17440,9.2,11.1,fortis,1991
1857,17443,8.8,11.0,fortis,1991
1858,17460,10.0,11.47,fortis,1991
1859,17461,9.0,10.2,fortis,1991
1860,17464,9.7,11.0,fortis,1991
1861,17466,9.6,10.6,fortis,1991
1862,17467,9.5,11.7,fortis,1991
1863,17468,8.8,10.7,fortis,1991
1864,17480,7.5,9.8,fortis,1991
1865,17483,7.8,10.1,fortis,1991
1866,17485,9.0,10.9,fortis,1991
1867,17490,9.9,10.7,fortis,1991
1868,17491,8.9,10.6,fortis,1991
1869,17493,10.5,11.6,fortis,1991
1870,17494,10.7,11.9,fortis,1991
1871,17496,10.0,12.4,fortis,1991
1872,17497,9.0,11.0,fortis,1991
1873,17498,9.7,10.6,fortis,1991
1874,17500,8.9,10.0,fortis,1991
1875,17503,7.9,9.8,fortis,1991
1876,17534,8.95,10.15,fortis,1991
1877,17551,7.7,9.3,fortis,1991
1878,17559,9.8,11.8,fortis,1991
1879,17568,8.9,10.8,fortis,1991
1880,17573,9.0,9.9,fortis,1991
1881,17583,8.4,9.9,fortis,1991
1882,17589,10.4,11.5,fortis,1991
1883,17603,9.17,10.5,fortis,1991
1884,17605,9.1,11.2,fortis,1991
1885,17615,9.4,12.4,fortis,1991
1886,17617,8.2,10.1,fortis,1991
1887,17618,8.1,10.85,fortis,1991
1888,17634,8.85,10.75,fortis,1991
1889,17638,6.9,8.9,fortis,1991
1890,17639,8.9,10.0,fortis,1991
1891,17641,9.5,11.2,fortis,1991
1892,17643,8.7,11.0,fortis,1991
1893,17646,9.9,12.3,fortis,1991
1894,17647,10.2,11.6,fortis,1991
1895,17648,9.4,11.1,fortis,1991
1896,17649,10.6,11.7,fortis,1991
1897,17653,8.4,11.0,fortis,1991
1898,17654,8.6,10.8,fortis,1991
1899,17656,8.2,9.5,fortis,1991
1900,17659,8.8,10.8,fortis,1991
1901,17664,9.2,10.5,fortis,1991
1902,17665,8.1,9.5,fortis,1991
1903,17666,10.5,11.7,fortis,1991
1904,17668,9.5,11.0,fortis,1991
1905,17677,9.0,10.6,fortis,1991
1906,17693,8.8,10.5,fortis,1991
1907,17696,10.1,11.1,fortis,1991
1908,17697,9.6,10.9,fortis,1991
1909,17698,9.6,10.7,fortis,1991
1910,17699,9.5,10.8,fortis,1991
1911,17717,9.65,11.55,fortis,1991
1912,17733,9.4,10.7,fortis,1991
1913,17734,10.0,11.3,fortis,1991
1914,17735,8.8,10.6,fortis,1991
1915,17738,9.9,10.4,fortis,1991
1916,17740,8.7,10.7,fortis,1991
1917,17754,9.0,9.8,fortis,1991
1918,17759,9.7,11.6,fortis,1991
1919,17768,8.4,10.1,fortis,1991
1920,17771,9.8,11.7,fortis,1991
1921,17786,9.6,11.7,fortis,1991
1922,17791,9.8,10.8,fortis,1991
1923,17797,8.5,10.3,fortis,1991
1924,17798,8.85,10.65,fortis,1991
1925,17800,8.9,10.8,fortis,1991
1926,17803,9.2,10.7,fortis,1991
1927,17907,9.0,10.7,fortis,1991
1928,17908,8.8,10.2,fortis,1991
1929,17916,7.4,9.7,fortis,1991
1930,17934,8.7,10.4,fortis,1991
1931,17936,9.0,11.5,fortis,1991
1932,17940,9.8,11.1,fortis,1991
1933,17954,9.2,10.3,fortis,1991
1934,17955,10.0,11.5,fortis,1991
1935,17964,9.5,10.9,fortis,1991
1936,17969,8.8,9.9,fortis,1991
1937,17971,8.8,10.8,fortis,1991
1938,17974,9.0,10.1,fortis,1991
1939,17983,9.0,10.9,fortis,1991
1940,17986,9.0,11.2,fortis,1991
1941,17991,10.65,12.7,fortis,1991
1942,17993,10.5,11.8,fortis,1991
1943,17999,9.5,11.5,fortis,1991
1944,2760,9.25,14.2,scandens,1991
1945,3425,8.8,14.9,scandens,1991
1946,4090,9.26,14.95,scandens,1991
1947,4137,10.0,15.8,scandens,1991
1948,4223,8.77,15.07,scandens,1991
1949,4683,9.13,13.6,scandens,1991
1950,4706,9.5,14.8,scandens,1991
1951,4778,9.3,13.7,scandens,1991
1952,5351,8.95,13.6,scandens,1991
1953,5582,8.87,15.07,scandens,1991
1954,5608,9.7,15.8,scandens,1991
1955,5656,9.7,14.9,scandens,1991
1956,10001,8.41,13.43,scandens,1991
1957,10002,9.21,14.64,scandens,1991
1958,10061,9.6,15.2,scandens,1991
1959,10105,9.4,14.9,scandens,1991
1960,10174,9.25,15.2,scandens,1991
1961,10206,9.3,13.43,scandens,1991
1962,10223,9.8,15.2,scandens,1991
1963,10268,9.43,14.53,scandens,1991
1964,10394,9.0,12.07,scandens,1991
1965,10740,9.3,14.75,scandens,1991
1966,13256,9.85,15.35,scandens,1991
1967,13257,9.62,14.47,scandens,1991
1968,13548,9.0,14.3,scandens,1991
1969,14208,9.52,12.73,scandens,1991
1970,14524,9.9,15.3,scandens,1991
1971,14576,8.6,13.8,scandens,1991
1972,14584,9.21,15.04,scandens,1991
1973,14646,9.38,14.3,scandens,1991
1974,14728,9.37,14.29,scandens,1991
1975,14731,9.02,14.04,scandens,1991
1976,14755,8.9,13.6,scandens,1991
1977,14758,8.91,13.84,scandens,1991
1978,14759,9.06,14.04,scandens,1991
1979,14786,8.4,13.7,scandens,1991
1980,14830,8.7,14.7,scandens,1991
1981,14834,8.7,13.75,scandens,1991
1982,14835,8.91,14.09,scandens,1991
1983,14847,10.1,15.3,scandens,1991
1984,14877,10.27,15.2,scandens,1991
1985,14946,9.65,14.9,scandens,1991
1986,14975,9.28,13.95,scandens,1991
1987,14995,9.2,14.2,scandens,1991
1988,15235,7.96,14.04,scandens,1991
1989,15237,8.3,13.0,scandens,1991
1990,15406,8.9,14.2,scandens,1991
1991,15419,8.6,14.9,scandens,1991
1992,15441,9.1,14.6,scandens,1991
1993,15476,8.6,13.6,scandens,1991
1994,15615,9.37,14.63,scandens,1991
1995,15638,9.2,14.35,scandens,1991
1996,15639,9.1,14.2,scandens,1991
1997,15658,9.85,14.45,scandens,1991
1998,15685,9.02,13.84,scandens,1991
1999,15694,9.51,13.14,scandens,1991
2000,15704,8.81,12.34,scandens,1991
2001,15718,7.77,10.75,scandens,1991
2002,15721,8.96,11.89,scandens,1991
2003,15725,8.8,11.5,scandens,1991
2004,15736,9.1,15.0,scandens,1991
2005,15760,9.01,14.34,scandens,1991
2006,15765,8.9,13.85,scandens,1991
2007,15798,8.4,13.15,scandens,1991
2008,15812,9.25,14.85,scandens,1991
2009,15817,9.73,14.77,scandens,1991
2010,15837,9.2,14.45,scandens,1991
2011,15859,8.95,14.57,scandens,1991
2012,15901,8.7,14.5,scandens,1991
2013,15986,8.72,14.17,scandens,1991
2014,16100,9.6,14.3,scandens,1991
2015,16109,9.3,14.0,scandens,1991
2016,16113,10.4,14.9,scandens,1991
2017,16183,8.9,14.0,scandens,1991
2018,16195,9.3,11.8,scandens,1991
2019,16568,8.4,12.15,scandens,1991
2020,16569,8.6,12.7,scandens,1991
2021,16585,8.9,13.7,scandens,1991
2022,16600,10.1,15.0,scandens,1991
2023,16873,8.9,14.4,scandens,1991
2024,17001,8.8,12.8,scandens,1991
2025,17004,9.25,14.05,scandens,1991
2026,17099,8.6,13.3,scandens,1991
2027,17140,8.7,13.1,scandens,1991
2028,17143,8.4,12.9,scandens,1991
2029,17153,9.5,14.8,scandens,1991
2030,17176,8.65,14.15,scandens,1991
2031,17305,9.0,14.4,scandens,1991
2032,17353,9.0,14.6,scandens,1991
2033,17374,8.5,13.0,scandens,1991
2034,17474,9.75,14.6,scandens,1991
2035,17475,9.1,13.8,scandens,1991
2036,17504,9.3,13.9,scandens,1991
2037,17505,8.6,13.6,scandens,1991
2038,17548,9.0,13.9,scandens,1991
2039,17658,9.1,14.3,scandens,1991
2040,17673,8.2,14.7,scandens,1991
2041,17674,8.1,13.5,scandens,1991
2042,17685,9.4,14.0,scandens,1991
2043,17764,9.0,13.1,scandens,1991
2044,17779,8.8,12.9,scandens,1991
2045,17788,10.1,14.6,scandens,1991
2046,17795,8.8,13.3,scandens,1991
2047,17901,9.5,14.8,scandens,1991
2048,17915,8.3,11.8,scandens,1991
2049,17930,8.7,12.8,scandens,1991
2050,17939,8.6,12.6,scandens,1991
2051,17947,7.9,11.8,scandens,1991
2052,17950,8.7,10.3,scandens,1991
2053,17953,9.5,11.1,scandens,1991
2054,17956,9.0,13.7,scandens,1991
2055,17963,8.9,13.8,scandens,1991
2056,19022,8.5,10.0,fortis,2012
2057,19028,8.9,12.5,fortis,2012
2058,19032,7.5,9.3,fortis,2012
